redundancy_cluster_id,direction,decision_tf,size,jaccard_threshold,representative_composite_id,alias_composite_ids,members,COMPOSITE_REDUNDANCY_METHOD
NR-000050,DOWN,30m,8,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|899ef6e029030ae7,"[""COMP|T3_ANCHOR_TRANSITION|DOWN|6857171594e8fd4c"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|096839ac1d2caca4"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|0b6ddd72d313fc98"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|31f8ac6cb1d2e10a"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|3a2b31b0a6653054"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|7f6076f0c673fb81"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|fe6cff0d30078090""]","[""COMP|T3_ANCHOR_TRANSITION|DOWN|6857171594e8fd4c"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|096839ac1d2caca4"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|0b6ddd72d313fc98"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|31f8ac6cb1d2e10a"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|3a2b31b0a6653054"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|7f6076f0c673fb81"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|899ef6e029030ae7"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|fe6cff0d30078090""]",EVENT_STREAM_JACCARD
NR-000051,DOWN,30m,9,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|519832526c85e01f,"[""COMP|T3_ANCHOR_TRANSITION|DOWN|beff1246f2ec74e8"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|3b192eafdf8e90f3"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|53c4bb782c6a0d37"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|5eaf315b471f55ab"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|78c38d5d2e4a8195"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|c92277b9ef7f3446"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|e2d3e8b21ec6ccf7"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|fe8380f63884104b""]","[""COMP|T3_ANCHOR_TRANSITION|DOWN|beff1246f2ec74e8"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|3b192eafdf8e90f3"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|519832526c85e01f"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|53c4bb782c6a0d37"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|5eaf315b471f55ab"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|78c38d5d2e4a8195"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|c92277b9ef7f3446"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|e2d3e8b21ec6ccf7"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|fe8380f63884104b""]",EVENT_STREAM_JACCARD
NR-000052,DOWN,30m,2,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|d31964d4ae2c840b,"[""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|f713d4e2a650e37e""]","[""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|d31964d4ae2c840b"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|f713d4e2a650e37e""]",EVENT_STREAM_JACCARD
NR-000053,DOWN,30m,2,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|d34b1b23c1bc8457,"[""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|2401cdc04175faff""]","[""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|2401cdc04175faff"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|d34b1b23c1bc8457""]",EVENT_STREAM_JACCARD
NR-000054,DOWN,30m,2,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|fc59ac897ffc28a3,"[""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|680ff04b774cf2fc""]","[""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|680ff04b774cf2fc"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|fc59ac897ffc28a3""]",EVENT_STREAM_JACCARD
NR-000055,DOWN,30m,2,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|b05a8a4fa6e319a5,"[""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|1dd917702fc55d2d""]","[""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|1dd917702fc55d2d"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|b05a8a4fa6e319a5""]",EVENT_STREAM_JACCARD
NR-000056,DOWN,30m,7,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|8e7f31ac94c68583,"[""COMP|T3_ANCHOR_TRANSITION|DOWN|17c2f5ad59d7e261"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|14796cb2e43ad39f"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|234e4d5f76b67945"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|2696b1561ef10cec"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|755b30d0963f758c"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|873e55692f4599b0""]","[""COMP|T3_ANCHOR_TRANSITION|DOWN|17c2f5ad59d7e261"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|14796cb2e43ad39f"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|234e4d5f76b67945"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|2696b1561ef10cec"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|755b30d0963f758c"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|873e55692f4599b0"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|8e7f31ac94c68583""]",EVENT_STREAM_JACCARD
NR-000057,DOWN,30m,2,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|7e390484d3f700a7,"[""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|03e973ca2beebd5f""]","[""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|03e973ca2beebd5f"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|7e390484d3f700a7""]",EVENT_STREAM_JACCARD
NR-000058,DOWN,30m,10,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|b1855fa699c2c561,"[""COMP|T3_ANCHOR_TRANSITION|DOWN|2694cacd806d6295"", ""COMP|T3_ANCHOR_TRANSITION|DOWN|656b82544587cca9"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|04905dd54f94ec4b"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|4aeadae1d01fa4a1"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|4dbf3666520f5d94"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|805a40a7123f2854"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|923b7b0c31b59098"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|98e6e263c9fe2ebf"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|c2db3314d798d34c""]","[""COMP|T3_ANCHOR_TRANSITION|DOWN|2694cacd806d6295"", ""COMP|T3_ANCHOR_TRANSITION|DOWN|656b82544587cca9"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|04905dd54f94ec4b"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|4aeadae1d01fa4a1"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|4dbf3666520f5d94"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|805a40a7123f2854"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|923b7b0c31b59098"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|98e6e263c9fe2ebf"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|b1855fa699c2c561"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|c2db3314d798d34c""]",EVENT_STREAM_JACCARD
NR-000059,DOWN,30m,6,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|2e74f2cc95ae305b,"[""COMP|T3_ANCHOR_TRANSITION|DOWN|857aaf1c1691d9ea"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|23360d5c3b13a705"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|5f257ca616e49c59"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|6866cb5fb855028e"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|ba0487ff491183f7""]","[""COMP|T3_ANCHOR_TRANSITION|DOWN|857aaf1c1691d9ea"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|23360d5c3b13a705"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|2e74f2cc95ae305b"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|5f257ca616e49c59"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|6866cb5fb855028e"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|ba0487ff491183f7""]",EVENT_STREAM_JACCARD
NR-000060,DOWN,30m,2,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|421a269c6cb415b1,"[""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|215124474554f7da""]","[""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|215124474554f7da"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|421a269c6cb415b1""]",EVENT_STREAM_JACCARD
NR-000061,DOWN,30m,7,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|641f5dfbba532ec4,"[""COMP|T3_ANCHOR_TRANSITION|DOWN|e110f18dc26bd6ee"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|3716075e9bee3495"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|4a7ac484cba1e7b3"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|4eb8cc5b7d174138"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|4f276dbe55afc338"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|9e548f5d872d712b""]","[""COMP|T3_ANCHOR_TRANSITION|DOWN|e110f18dc26bd6ee"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|3716075e9bee3495"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|4a7ac484cba1e7b3"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|4eb8cc5b7d174138"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|4f276dbe55afc338"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|641f5dfbba532ec4"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|9e548f5d872d712b""]",EVENT_STREAM_JACCARD
NR-000062,DOWN,30m,2,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|0e4da47fde319b4f,"[""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|1efbd1479473f5a5""]","[""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|0e4da47fde319b4f"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|1efbd1479473f5a5""]",EVENT_STREAM_JACCARD
NR-000063,DOWN,30m,2,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|3bb3ec77198aac9b,"[""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|9bb1631ae7a1bfaa""]","[""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|3bb3ec77198aac9b"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|9bb1631ae7a1bfaa""]",EVENT_STREAM_JACCARD
NR-000064,DOWN,30m,8,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|f51afc76497c4c4d,"[""COMP|T3_ANCHOR_TRANSITION|DOWN|88bb9e4b8bb9c4ca"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|48bb98ad3eb4706d"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|4cd80f4d46ab608f"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|8535b2c382a92519"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|861d0a9a554af5c8"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|c8d9ab6420e31f37"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|d8db0e75ae67004e""]","[""COMP|T3_ANCHOR_TRANSITION|DOWN|88bb9e4b8bb9c4ca"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|48bb98ad3eb4706d"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|4cd80f4d46ab608f"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|8535b2c382a92519"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|861d0a9a554af5c8"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|c8d9ab6420e31f37"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|d8db0e75ae67004e"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|f51afc76497c4c4d""]",EVENT_STREAM_JACCARD
NR-000065,DOWN,30m,10,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|2e43636d2a19fa8b,"[""COMP|T3_ANCHOR_TRANSITION|DOWN|5a4cc36bb73be8f2"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|1e1dc3752f7b5a47"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|43036e38a317feed"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|44fc8b6d88c96647"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|4b6f4b12b205a24f"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|69e3be20952b88f3"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|6d239c137d4d9d90"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|a7e1833933865559"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|c1c69b9d88b61176""]","[""COMP|T3_ANCHOR_TRANSITION|DOWN|5a4cc36bb73be8f2"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|1e1dc3752f7b5a47"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|2e43636d2a19fa8b"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|43036e38a317feed"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|44fc8b6d88c96647"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|4b6f4b12b205a24f"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|69e3be20952b88f3"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|6d239c137d4d9d90"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|a7e1833933865559"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|c1c69b9d88b61176""]",EVENT_STREAM_JACCARD
NR-000066,DOWN,30m,8,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|7a2fb173927b0875,"[""COMP|T3_ANCHOR_TRANSITION|DOWN|35fb9223b2099e20"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|35cf1bf74187b5d3"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|36bc1282d3b16dad"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|4f73fc914d9b2ff7"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|5e50067760cfb5fa"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|95ef752eddb54032"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|cec8ff410c7b91ce""]","[""COMP|T3_ANCHOR_TRANSITION|DOWN|35fb9223b2099e20"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|35cf1bf74187b5d3"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|36bc1282d3b16dad"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|4f73fc914d9b2ff7"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|5e50067760cfb5fa"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|7a2fb173927b0875"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|95ef752eddb54032"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|cec8ff410c7b91ce""]",EVENT_STREAM_JACCARD
NR-000067,DOWN,30m,9,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|aad5f65ef869329e,"[""COMP|T3_ANCHOR_TRANSITION|DOWN|6a2a9d2231c3be3e"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|0252a2dc65703ee0"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|40254d672e11e7b5"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|4b000e0fdef95953"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|52b710b64ec863d4"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|7ae43077cb7db14d"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|91f478162c299f61"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|ece461cf1da669b6""]","[""COMP|T3_ANCHOR_TRANSITION|DOWN|6a2a9d2231c3be3e"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|0252a2dc65703ee0"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|40254d672e11e7b5"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|4b000e0fdef95953"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|52b710b64ec863d4"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|7ae43077cb7db14d"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|91f478162c299f61"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|aad5f65ef869329e"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|ece461cf1da669b6""]",EVENT_STREAM_JACCARD
NR-000068,DOWN,30m,7,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|3b1d9bf97f763e56,"[""COMP|T3_ANCHOR_TRANSITION|DOWN|1b1782a73cd5cddb"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|1f72bca060cd7665"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|5c34c34152822f9e"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|8b0f03a05ced049a"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|93df621a8a3540ce"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|95c5773ec25bbc3b""]","[""COMP|T3_ANCHOR_TRANSITION|DOWN|1b1782a73cd5cddb"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|1f72bca060cd7665"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|3b1d9bf97f763e56"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|5c34c34152822f9e"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|8b0f03a05ced049a"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|93df621a8a3540ce"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|95c5773ec25bbc3b""]",EVENT_STREAM_JACCARD
NR-000069,DOWN,30m,2,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|ef60e876b9e80308,"[""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|a27495c33dd27d82""]","[""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|a27495c33dd27d82"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|ef60e876b9e80308""]",EVENT_STREAM_JACCARD
NR-000070,DOWN,30m,8,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|ce2c6554b32a9389,"[""COMP|T3_ANCHOR_TRANSITION|DOWN|4b4812099a972e6f"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|0995bfb1e083e1a8"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|0f8a899f3fb15377"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|3ba27770bdfd3f18"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|3d70468238870ba4"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|a1094d1461991f36"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|e287dfd4437e24ce""]","[""COMP|T3_ANCHOR_TRANSITION|DOWN|4b4812099a972e6f"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|0995bfb1e083e1a8"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|0f8a899f3fb15377"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|3ba27770bdfd3f18"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|3d70468238870ba4"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|a1094d1461991f36"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|ce2c6554b32a9389"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|e287dfd4437e24ce""]",EVENT_STREAM_JACCARD
NR-000071,DOWN,30m,16,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|add23760c62a0ef0,"[""COMP|T3_ANCHOR_TRANSITION|DOWN|2863aa21763504f3"", ""COMP|T3_ANCHOR_TRANSITION|DOWN|a4127ac45e10ea27"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|0c88fed5c77fd362"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|0e2ebc2ace5b529b"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|12baaad7fbb83900"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|2dcb68d78a220a3a"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|6fddc4517fd672a5"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|740d82f8d8e34416"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|825b4267fda24278"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|ab19ac0a8ade76ca"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|b0973ad5009ed967"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|b155d236fcdb28f0"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|c2663eb0b9c128d5"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|e37196aa24a3d8bf"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|ef033df869b66001""]","[""COMP|T3_ANCHOR_TRANSITION|DOWN|2863aa21763504f3"", ""COMP|T3_ANCHOR_TRANSITION|DOWN|a4127ac45e10ea27"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|0c88fed5c77fd362"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|0e2ebc2ace5b529b"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|12baaad7fbb83900"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|2dcb68d78a220a3a"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|6fddc4517fd672a5"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|740d82f8d8e34416"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|825b4267fda24278"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|ab19ac0a8ade76ca"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|add23760c62a0ef0"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|b0973ad5009ed967"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|b155d236fcdb28f0"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|c2663eb0b9c128d5"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|e37196aa24a3d8bf"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|ef033df869b66001""]",EVENT_STREAM_JACCARD
NR-000072,DOWN,30m,7,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|062d125222a99f90,"[""COMP|T3_ANCHOR_TRANSITION|DOWN|163e5ae07a8ea432"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|06f197789440a36e"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|18e4182cee86bee0"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|2398fbba5831130e"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|99bb3b2e27e9efef"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|e90dae5f8e96cd92""]","[""COMP|T3_ANCHOR_TRANSITION|DOWN|163e5ae07a8ea432"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|062d125222a99f90"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|06f197789440a36e"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|18e4182cee86bee0"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|2398fbba5831130e"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|99bb3b2e27e9efef"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|e90dae5f8e96cd92""]",EVENT_STREAM_JACCARD
NR-000073,DOWN,30m,2,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|217438a917d53d5a,"[""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|2554bb22af3e75fb""]","[""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|217438a917d53d5a"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|2554bb22af3e75fb""]",EVENT_STREAM_JACCARD
